id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_Roast_27,Bulbo arpón asado,Roasted Mighty Thistle,Fleur lame grillée,구운 칼날초,焼きツルギソウ,Жженый клинкоцвет,Geroosterd strijdkruid,Spadacciofo cotto,Röst-Schwertgras,烤大剑草,烤大劍草,Fleur lame grillée,Bulbo recio asado,Roasted Mighty Thistle
Item_Roast_28,Bulbo del amparo asado,Roasted Armoranth,Fleur armo grillée,구운 갑옷초,焼きヨロイソウ,Жженый латноцвет,Geroosterd schutkruid,Carapacciofo cotto,Röst-Rüstgras,烤铠甲草,烤鎧甲草,Fleur armo grillée,Bulbo robusto asado,Roasted Armoranth
Item_Roast_31,Hongo gélido asado,Toasty Chillshroom,Champi glagla grillé,구운 썰렁버섯,焼きヒンヤリダケ,Жареный подморозовик,Geroosterde koelzwam,Ghiaccino cotto,Röstfrostling,烤冰冷蘑菇,烤冰冷蘑菇,Champi glagla grillé,Seta gélida asada,Toasty Chillshroom
Item_Roast_32,Hongo solar asado,Toasty Sunshroom,Champi piment grillé,구운 따끈따끈버섯,焼きポカポカダケ,Жареный жаромор,Geroosterde hittezwam,Caldoncello cotto,Röstglutling,烤暖暖蘑菇,烤暖暖蘑菇,Champi piment grillé,Seta ígnea asada,Toasty Sunshroom
Item_Roast_33,Hongo vatio asado,Toasty Zapshroom,Champi volt grillé,구운 찌릿찌릿버섯,焼きビリビリダケ,Жареный грозовик,Geroosterde schokzwam,Fulminaccio cotto,Röstzitterling,烤酥麻蘑菇,烤酥麻蘑菇,Champi volt grillé,Seta electro asada,Toasty Zapshroom
Item_Roast_36,Hongo vertiginoso asado,Toasty Rushroom,Champi tempo grillé,구운 고고버섯,焼きゴーゴーダケ,Жареный прытковик,Geroosterde sprintzwam,Scattola cotta,Röstspurtling,烤速速蘑菇,烤速速蘑菇,Champi tempo grillé,Seta rauda asada,Toasty Rushroom
Item_Roast_37,Hongo tajado asado,Toasty Razorshroom,Champi lame grillé,구운 칼날버섯,焼きツルギダケ,Жареный клинковик,Geroosterde zwaardzwam,Spadarolo cotto,Röstschwertling,烤大剑蘑菇,烤大劍蘑菇,Champi lame grillé,Seta recia asada,Toasty Razorshroom
Item_Roast_38,Hongo férreo asado,Toasty Ironshroom,Champi armo grillé,구운 갑옷버섯,焼きヨロイダケ,Жареный латновик,Geroosterde schildzwam,Chiodone cotto,Röstrüstling,烤铠甲蘑菇,烤鎧甲蘑菇,Champi armo grillé,Seta robusta asada,Toasty Ironshroom
Item_Roast_39,Hongo acechador asado,Toasty Silent Shroom,Champi silencio grillé,구운 은밀버섯,焼きシノビダケ,Жареная скрытоежка,Geroosterde sluipzwam,Furtivolo cotto,Röstschleichling,烤潜行蘑菇,烤潛行蘑菇,Champi silencio grillé,Seta sigilosa asada,Toasty Silent Shroom
Item_Roast_40,Bistec asado,Seared Prime Steak,Viande fine grillée,구운 상급 짐승 고기,焼き上ケモノ肉,Жареный огузок,Gegrild wild XL,Carne cotta XL,Grill-Edelwild,烤高级兽肉,烤高級獸肉,Viande fine grillée,Carne de caza XL asada,Seared Prime Steak
Item_Roast_41,Muslo de ave asado,Roasted Bird Thigh,Volaille fine grillée,구운 상급 새 고기,焼き上トリ肉,Жареный окорок,Gegrild gevogelte XL,Pollame cotto XL,Grill-Edelgeflügel,烤高级禽肉,烤高級禽肉,Volaille fine grillée,Carne de ave XL asada,Roasted Bird Thigh
Item_Roast_45,Pierna asada,Seared Gourmet Steak,Viande divine grillée,구운 특급 짐승 고기,焼き極上ケモノ肉,Жареная рулька,Gegrild wild XXL,Carne cotta XXL,Grill-Luxuswild,烤顶级兽肉,烤頂級獸肉,Viande divine grillée,Carne de caza XXL asada,Seared Gourmet Steak
Item_Roast_46,Ave entera asada,Roasted Whole Bird,Volaille divine grillée,구운 특급 새 고기,焼き極上トリ肉,Жареная тушка,Gegrild gevogelte XXL,Pollame cotto XXL,Grill-Luxusgeflügel,烤顶级禽肉,烤頂級禽肉,Volaille divine grillée,Carne de ave XXL asada,Roasted Whole Bird
Item_Roast_48,Bellota asada,Roasted Acorn,Gland grillé,구운 도토리,焼きどんぐり,Жареный желудь,Geroosterde eikel,Ghianda cotta,Rösteichel,烤橡子,烤橡子,Gland grillé,Bellota asada,Roasted Acorn
Item_Roast_49,Trufa milenaria asada,Toasted Big Hearty Truffle,Grosse truffe max grillée,구운 큰맥스트러플,焼き大マックストリュフ,Жареный супертрюфель,Geroosterde harttruffel XL,Cuortufo bianco cotto,Röst-Edeltrüffel,烤大生命松露,烤大生命松露,Grosse truffe max grillée,Trufón vivaz asado,Toasted Big Hearty Truffle
Item_Roast_50,Zanahoria briosa asada,Roasted Endura Carrot,Carotte vigueur grillée,구운 활력당근,焼きガッツニンジン,Печеная жив-морковь,Geroosterde boostwortel,Briocarota cotta,Röst-Fitkarotte,烤毅力胡萝卜,烤毅力胡蘿蔔,Carotte vigueur grillée,Zanahoria briosa asada,Roasted Endura Carrot
Item_Roast_51,Huevo asado,Campfire Egg,Œuf grillé,구운 알,焼きタマゴ,Печеное яйцо,Geroosterd ei,Uovo cotto,Röst-Ei,烤蛋,烤蛋,Œuf grillé,Huevo frito,Campfire Egg
Item_Roast_52,Fruto de árbol asado,Roasted Tree Nut,Fruit grillé,구운 나무 열매,焼き木の実,Жареный орех,Geroosterd vogelzaad,Nocciola cotta,Röstkastanie,烤树果,烤樹果,Fruit grillé,Fruto de árbol asado,Roasted Tree Nut
Item_Roast_53,Hongo duradero asado,Toasty Endura Shroom,Champi vigueur grillé,구운 활력버섯,焼きガッツダケ,Жареная живушка,Geroosterde boostzwam,Gagliardello cotto,Röstfittling,烤毅力蘑菇,烤毅力蘑菇,Champi vigueur grillé,Seta briosa asada,Toasty Endura Shroom
Item_Roast_54,Tomates hylianos asados,Roasted Hylian Tomato,Grappe de tomates grillées,구운 하이랄토마토,焼きハイラルトマト,Жареный хайрульский помидор,Geroosterde Hyrule-tomaten,Pomodorini di Hyrule cotti,Röst-Hyrule-Tomate,烤海拉鲁番茄,烤海拉魯番茄,Grappe de tomates grillées,Tomates hylianos asados,Roasted Hylian Tomato
Item_Roast_55,Calabaza luminosa asada,Baked Sun Pumpkin,Citrouille radieuse grillée,구운 해품이호박,焼きヒダマリカボチャ,Печеная солнечная тыква,Geroosterde zonpompoen,Eliozucca cotta,Röst-Sonnenkürbis,烤向阳南瓜,烤向陽南瓜,Citrouille radieuse grillée,Calabaza luminosa asada,Baked Sun Pumpkin
Item_Roast_56,Hongo celeste asado,Toasty Skyshroom,Champi céleste grillé,구운 하늘버섯,焼きソラダケ,Жареный небовичок,Geroosterde hemelzwam,Celestiolo cotto,Röst-Himmelspilz,烤天空蘑菇,烤天空蘑菇,Champi céleste grillé,Seta celeste asada,Toasty Skyshroom
Item_Roast_58,Hongo luminoso asado,Toasty Brightcap,Champi lumos grillé,구운 조명버섯,焼きアカリダケ,Жареный подсветиновик,Geroosterde glimzwam,Lucentino cotto,Röst-Leuchtpilz,烤光亮蘑菇,烤光亮蘑菇,Champi lumos grillé,Seta luminosa asada,Toasty Brightcap
Item_Roast_59,Manzana dorada asada,Baked Golden Apple,Pomme dorée grillée,구운 황금 사과,金の焼きリンゴ,Жареное золотое яблоко,Geroosterde gouden appel,Mela dorata cotta,Röst-Goldapfel,烤金苹果,烤金蘋果,Pomme dorée grillée,Manzana dorada asada,Baked Golden Apple
