id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
MushroomSisters_3,¿Quién encontrará el paraíso?,Who Finds the Haven?,À la recherche du paradis,먼저 낙원을 찾는 건 누구일까!,聖地を見つけるのは誰だ！,«В поисках Грибного рая»,Wie vindt het paradijs?,Chi troverà la terra sacra?,Die Suche nach dem Heiligtum,谁能找到圣地！,誰會先發現聖地！？,À la recherche du paradis,¿Quién encontrará el paraíso?,Who Finds the Haven?
Big_Rotate,Círculos enormes que giran,Whirly Swirly Things,Les cercles qui tournent,커다란 동글이,大きなグルグル,«Вращающиеся круги»,De grote draaidingen,I cerchi d'acqua e sabbia,Wundersame Wirbel,巨大的骨碌碌,巨大的圓圈,Les cercles qui tournent,Círculos enormes que giran,Whirly Swirly Things
Mack_SecretBase,El escondite secreto,The Secret Room,La cachette dans l'Arbre Mojo,데크나무님은 비밀의 방?,デクの樹サマは秘密のお部屋？,«Тайная комната в Древе Деку?»,De geheime kamer van de Deku-boom,La stanza segreta,Geheimer Raum im Deku-Baum,德库树长老是秘密基地？,德庫樹長老變成秘密小房間？,La cachette dans l'Arbre Mojo,El escondite secreto,The Secret Room
TreasureHunt_kokiri,La búsqueda del tesoro de Ogal,Walton's Treasure Hunt,La chasse aux trésors de Cernus,나모민의 보물찾기!,ナモミンの宝探し！,«Охота за сокровищами Валтона»,Waltons schattenjacht,La caccia al tesoro di Noccio,Valnus’ Schatzsuche,纳末敏的寻宝游戏！,納末敏的尋寶遊戲！,La chasse aux trésors de Cernus,La búsqueda del tesoro de Ogal,Walton's Treasure Hunt
AmberCollector,Compradora de ámbar,Amber Dealer,L'acheteuse d'ambre,호박 삽니다,コハク買い取ります,«Скупщица янтаря»,Barnsteeninkoper,La compratrice di ambra,Beliebter Bernstein,收购琥珀,收購琥珀,L'acheteuse d'ambre,Compradora de ámbar,Amber Dealer
CarryGoronKid1,La antigua ciudad de Gorontia,The Ancient City Gorondia!,La cité antique de Gorondia!,고대 도시 고론티어!,古代都市 ゴロンティア！,«Древний город Горондия!»,De eeuwenoude stad Gorondië,Il carrello per Goronzia!,"Goropolis, Stadt der Legenden",古代都市鼓隆提亚！,古代都市鼓隆提亞！,La cité antique de Gorondia !,"Gorontia, la ciudad primigenia",The Ancient City Gorondia!
CarryGoronKid2,En busca de la ciudad de Gorontia,The Ancient City Gorondia?,La cité antique de Gorondia?,고대 도시 고론티어 발견?!,発見！？ 古代都市ゴロンティア,«В поисках древнего города Горондия»,Naar de eeuwenoude stad Gorondië,La strada per Goronzia,Die Suche nach Goropolis,发现古代都市鼓隆提亚！？,發現古代都市鼓隆提亞！？,La cité antique de Gorondia ?,En busca de la ciudad de Gorontia,The Ancient City Gorondia?
MakeAChampionsWeapon_Goron,Machacarrocas: legado goron,Soul of the Gorons,"Brise-montagne, l'âme des Gorons",고론족의 영혼 『거암 크러셔』,ゴロン族の魂『巨岩砕き』,"«Скалобой, дух горонов»",Het zwaard van de Gorons,L'inimitabile fendimacigni Goron,Die Seele der Goronen,鼓隆族之魂“碎岩巨剑”,鼓隆族之魂「碎岩巨劍」,"Brise-montagne, l'âme des Gorons",Machacarrocas: legado goron,Soul of the Gorons
GoronReturntoNature,Los goron y la luna,Moon-Gazing Gorons,Les Gorons et la lune,고론들의 달구경,ゴロン達のお月見,«Гороны в поисках луны»,Gorons en de maan,I Goron e la luna,Goronen im Mondlicht,鼓隆们的赏月,鼓隆族的賞月,Les Gorons et la lune,Los goron y la luna,Moon-Gazing Gorons
GoronPond,El tesoro de los lagos de los lagartos,The Hidden Treasure at Lizard Lakes,Le trésor des étangs Lézards,도마뱀 연못에 잠든 비보,トカゲ池に眠る秘宝,«Сокровище Ящеровых озер»,De schat van de Hagedismeren,Il tesoro dei laghi delle lucertole,Der Schatz der Echsal-Seen,蜥蜴池中沉睡的秘宝,沉睡於蜥蜴池的秘寶,Le trésor des étangs lézards,El tesoro de los lagos de los lagartos,The Hidden Treasure at Lizard Lakes
HotSpringEgg,Las termas magmáticas secretas,Simmerstone Springs,Les bains secrets,비밀 온천 암용천,秘湯 岩トロケの湯,«Раскальные ключи»,De verborgen Smeulsteenbron,I bagni Rocciafusa,Verborgene Felsschmelz-Quelle,隐秘温泉 岩熔温泉,秘泉 岩熔溫泉,Les bains secrets,Las termas magmáticas secretas,Simmerstone Springs
FullyRipenedFlintstones,¡Tan rico como el pedernal maduro!,Cash In on Ripened Flint,Un silex au goût riche,일석천금?! 완숙 부싯돌!,一石千金！？ 完熟火打ち石！,«Недешевый спелый кремень!»,Steenrijk met vuursteen!,Una pietra focaia matura,Der gereifte Feuerstein,一石千金！？完全成熟打火石！,一石千金！？全熟打火石！,Un silex au goût riche,¡Tan rico como el pedernal maduro!,Cash In on Ripened Flint
ResearchEldin,¡La comida no se desperdicia!,Meat for Meat,On ne gâche pas la viande!,고기에는 고기를!,肉には肉を！,«Продукты не пропадают зря!»,Een steen op de maag,Il cibo non si spreca!,Schön aufessen!,以肉还肉！,以肉還肉！,On ne gâche pas la viande !,¡La comida no se desperdicia!,Meat for Meat
MeatRock,¡O rocoperniles o nada!,Rock Roast or Dust,Un gigot de garnotte ou rien!,역시 로스 바위야고로,やっぱりロース岩だゴロ,«Дефицит жареных камушков»,Rotsbief en niets anders!,O arrocciosto o niente!,"Felsenfilet, sonst nichts",果然还是要里脊岩鼓咯,果然還是要裡脊岩鼓隆,Un gigot de caillasse ou rien !,¡O rocodillos o nada!,Rock Roast or Dust
Goron_MiniGame_Tutorial_01,¡Inauguración del Parque Vagoneta!,Mine-Cart Land: Open for Business!,Bienvenue à Wagonia!,광차 랜드 개장!,開園！ トロッコランド！,"«Открытие ""Вагонетвиля""!»",Het Mijnwagenpark is geopend!,Carrellandia apre al pubblico!,Das Lorenland hat eröffnet!,开园！矿车乐园！,開園！礦車樂園！,Bienvenue à Wagoland !,¡Inauguración de Parque Vagoneta!,Mine-Cart Land: Open for Business!
Goron_MiniGame_Tutorial_02,¡Disparos rápidos en vagoneta!,Mine-Cart Land: Quickshot Course,Parcours intermédiaire,속사 광차 게임!,早撃ちトロッコゲーム！,«Скоростная стрельба с вагонетки»,Razende mijnwagenschietbaan!,Una corsa frenetica!,Feuer frei mit Loren!,速射矿车游戏！,速射礦車遊戲！,Parcours intermédiaire,¡Disparos rápidos en vagoneta!,Mine-Cart Land: Quickshot Course
Goron_MiniGame_Tutorial_03,¡Recorrido de alta dificultad!,Mine-Cart Land: Death Mountain,Parcours expert,상급자용 데스마운틴 코스!,超難関 デスマウンテンコース！,«Сверхсложная трасса на Горе Смерти»,Uitdaging op de Berg des Doods!,Corsa ad alta difficoltà!,Loren für Vollprofis,超高难度的死亡之山赛道！,超難的死亡之山賽道！,Parcours expert,¡Recorrido de alta dificultad!,Mine-Cart Land: Death Mountain
PhotoSpot_Challenge_02,El cuadro del rancho del bosque,A Picture for Woodland Stable,Décorer le relais de la forêt,숲의 마구간을 장식하는 그림,森の馬宿を彩る絵,"«Картина в конюшню ""Лесная""»",Een foto voor de woudstal,Decorare lo stallaggio del bosco,Das Bild im Stall des Waldes,装点森林驿站的画作,點綴森林驛站的畫作,Décorer le relais de la forêt,El cuadro de la posta del bosque,A Picture for Woodland Stable
PhotoSpot_Challenge_08,El cuadro del rancho de la montaña,A Picture for Foothill Stable,Décorer le relais des contreforts,산기슭의 마구간을 장식하는 그림,山麓の馬宿を彩る絵,"«Картина в конюшню ""У подножия""»",Een foto voor de bergvoetstal,Decorare lo stallaggio a valle,Das Bild im Stall am Berge,装点山麓驿站的画作,點綴山麓驛站的畫作,Décorer le relais du pied de la montagne,El cuadro de la posta de la montaña,A Picture for Foothill Stable
RescueWell,Rescate del pozo,Fell into a Well!,En plein dans le puits,우물에 빠지다,井戸に落ちちゃった,«Спасение из колодца»,In de put,In fondo al pozzo,Sturz in den Brunnen,坠入井中,落入水井,En plein dans le puits,Rescate del pozo,Fell into a Well!
RescueVehicle01,El minero olvidado,The Abandoned Laborer,Le mineur abandonné,홀로 남겨진 작업자,取り残された作業員,«Забытый работник»,In de steek gelaten,Il minatore abbandonato,Zurückgelassen,滞留的作业员,遺留的作業員,Le mineur abandonné,El minero olvidado,The Abandoned Laborer
Our_Treasure,Ese tesoro es nuestro,The Treasure Hunters,Notre trésor,우리의 보물,俺たちのお宝,«Наше сокровище»,Schatzoekers,Il nostro tesoro,Unser Schatz,我们的宝物,我們的寶物,Notre trésor,Ese tesoro es nuestro,The Treasure Hunters
TreasureOfLambda,En busca del tesoro de Nambod,Misko's Cave of Chests,Sus au trésor de Lambda,람다의 보물찾기,ラムダのお宝さがし,«В поисках сокровища Лямбды»,Jacht op een schat van Lambda,Il tesoro di Lambda,Die Jagd nach Ramdas Schatz,寻找拉姆达的宝物,尋找拉姆達的寶物,Sus au trésor de Lambda,A por el tesoro de Nambod,Misko's Cave of Chests
TreasureOfLamda_FierceDeity,El atuendo de la fiera deidad de Nambod,Misko's Treasure: The Fierce Deity,La tenue du mauvais génie,람다의 재보 귀신의 장비,ラムダの財宝 鬼神の装備,«Сокровище Лямбды и доспехи»,Fierce Deity-schat van Lambda,Il tesoro di Lambda: la furia divina,Ramdas Schatz: Grimmige Gottheit,拉姆达的财宝 鬼神装备,拉姆達的財寶 鬼神裝備,La tenue du Dieu démon,El atuendo de la Fiera Deidad de Nambod,Misko's Treasure: The Fierce Deity
TreasureOfLamda_DuelPeak,El tesoro de Nambod en los gemelos,Misko's Treasure: Twins Manuscript,Trésor de Lambda : les jumeaux,람다의 재보 쌍둥이의 고문서,ラムダの財宝 双子の古文書,«Лямбда: манускрипт о Близнецах»,Schat van Lambda: Tweelingmanuscript,Il tesoro di Lambda: l'enigma dei gemelli,Ramdas Schatz: Zwillingsmanuskript,拉姆达的财宝 双子的古代文献,拉姆達的財寶 雙子的古書,Trésor de Lambda : les jumeaux,El tesoro de Nambod en los gemelos,Misko's Treasure: Twins Manuscript
TreasureOfLamda_Pirate,El tesoro de Nambod en la cueva,Misko's Treasure: Pirate Manuscript,Trésor de Lambda : les pirates,람다의 재보 해적의 고문서,ラムダの財宝 海賊の古文書,«Лямбда: манускрипт о пиратах»,Schat van Lambda: Piratenmanuscript,Il tesoro di Lambda: la grotta,Ramdas Schatz: Piratenmanuskript,拉姆达的财宝 海盗的古代文献,拉姆達的財寶 海盜的古書,Trésor de Lambda : les pirates,El tesoro de Nambod en la cueva,Misko's Treasure: Pirate Manuscript
TreasureOfLamda_Gerudo,El tesoro de Nambod en las heroínas,Misko's Treasure: Heroines Manuscript,Trésor de Lambda : les héroïnes,람다의 재보 영웅의 고문서,ラムダの財宝 英雄の古文書,«Лямбда: манускрипт о героинях»,Schat van Lambda: Heldinnenmanuscript,Il tesoro di Lambda: le paladine,Ramdas Schatz: Kriegerinnenmanuskript,拉姆达的财宝 英雄的古代文献,拉姆達的財寶 英雄的古書,Trésor de Lambda : les héroïnes,El tesoro de Nambod en las heroínas,Misko's Treasure: Heroines Manuscript
TreasureOfLamda_Dream,El atuendo del Despertar de Nambod 1,Misko's Treasure of Awakening I,Le trésor de rêve de Lambda 1,람다의 재보 꿈꾸는 용사의 옷 1,ラムダの財宝 夢見の勇者服1,«Лямбда: комплект Пробуждения 1»,Droomschat van Lambda 1,Il tesoro di Lambda: il risveglio 1,Ramdas Schatz: Erwachen-Serie 1,拉姆达的财宝 织梦之勇者服1,拉姆達的財寶 織夢之勇者服1,Le trésor de rêve de Lambda 1,El atuendo del Despertar de Nambod 1,Misko's Treasure of Awakening I
TreasureOfLamda_Dream2,El atuendo del Despertar de Nambod 2,Misko's Treasure of Awakening II,Le trésor de rêve de Lambda 2,람다의 재보 꿈꾸는 용사의 옷 2,ラムダの財宝 夢見の勇者服2,«Лямбда: комплект Пробуждения 2»,Droomschat van Lambda 2,Il tesoro di Lambda: il risveglio 2,Ramdas Schatz: Erwachen-Serie 2,拉姆达的财宝 织梦之勇者服2,拉姆達的財寶 織夢之勇者服2,Le trésor de rêve de Lambda 2,El atuendo del Despertar de Nambod 2,Misko's Treasure of Awakening II
TreasureOfLamda_Dream3,El atuendo del Despertar de Nambod 3,Misko's Treasure of Awakening III,Le trésor de rêve de Lambda 3,람다의 재보 꿈꾸는 용사의 옷 3,ラムダの財宝 夢見の勇者服3,«Лямбда: комплект Пробуждения 3»,Droomschat van Lambda 3,Il tesoro di Lambda: il risveglio 3,Ramdas Schatz: Erwachen-Serie 3,拉姆达的财宝 织梦之勇者服3,拉姆達的財寶 織夢之勇者服3,Le trésor de rêve de Lambda 3,El atuendo del Despertar de Nambod 3,Misko's Treasure of Awakening III
Circuit_Ichikara,El circuito de Arkadia,The Tarrey Town Race Is On!,Le rallye d'Euzero,시자기 랠리에 도전하라,イチカラリーを駆け抜けろ,«Новодеревенские гонки»,De grand prix van Tarrey,Il rally di Daccapo,Teilnahme am Taburasa-Rennen,征服一始拉力赛,征服一始拉力賽,Le rallye d'Euzero,El circuito de Arkadia,The Tarrey Town Race Is On!
HorseInnChallenge003,¿Qué hay dentro?,Secrets Within,Qu'est-ce qu'il y a dedans?,안에 뭐가 들었을까?,コレの中身はなんだろな,«Внутренние ценности»,Wat zit er in dit ding?,Cosa ci sarà dentro?,Was ist da drin?,这里面是什么？,這裡面的內容是什麼？,Qu'est-ce qu'il y a dedans ?,¿Qué hay dentro?,Secrets Within
IchikaraCircuit_Tutorial,Artefactos para conducir,Master the Vehicle Prototype,L'artéfact Soneau maîtrisé,조나우 기어를 마스터하라,ゾナウギアを乗りこなせ,«Механизм зонаи в действии»,Plankgas met Zonai-werktuigen,Lezione di congegni Zonau,Präzise Lenkung,熟练驾驭左纳乌装置吧,駕馭左納烏裝置吧,L'artéfact soneau maîtrisé,Artilugios para conducir,Master the Vehicle Prototype
BuildHouse,La casa de tus sueños,Home on Arrange,Une maison de rêve,마이 홈을 짓자,マイホームを建てよう,«Мечты о доме»,Je eigen droomhuis,La casa dei tuoi sogni,Dein ganz eigenes Traumhaus,建造私人住宅吧,建造個人小屋,Une maison de rêve,La casa de tus sueños,Home on Arrange
TheStrongestWeapon,¡¿El arma más potente?!,Strongest in the World,L'arme ultime,최강의 무기?!,最強の武器！？,«Самое мощное оружие?!»,Het krachtigste wapen,L'arma definitiva?!,Die stärkste Waffe?!,最强的武器！？,最強的武器！？,L'arme ultime,¡¿El arma más potente?!,Strongest in the World
Tribune01,La amenaza pirata,The Gathering Pirates,La horde de pirates,모여드는 해적,たむろう海賊,«Полчище пиратов»,De piratenbende,Il raduno dei pirati,Die Piratenmeute,聚集的海盗,聚集的海盜,La horde de pirates,La amenaza pirata,The Gathering Pirates
PhotoSpot_Challenge_12,El cuadro del rancho de Akkala este,A Picture for East Akkala Stable,Décorer le relais de l'est d'Akkala,동추낙 마구간을 장식하는 그림,ヒガッカレ馬宿を彩る絵,"«Картина в конюшню ""Ост-Аккала""»",Een foto voor de Oost-Akkala-stal,Decorare lo stallaggio di Estakkala,Das Bild im Stall von Ost-Akkala,装点东阿卡莱驿站的画作,點綴東阿卡萊驛站的畫作,Décorer le relais de l'est d'Akkala,El cuadro de la posta de Akkala este,A Picture for East Akkala Stable
ExcavateFossil1,El gran fósil de Eldin,Eldin's Colossal Fossil,Le grand fossile d'Ordinn,올딘의 대화석,オルディンの大化石,«Элдинский скелет»,Eldins kolossale fossiel,Il gran fossile di Oldin,Das Eldin-Riesenfossil,奥尔汀大化石,奧爾汀大化石,Le grand fossile d'Ordinn,El gran fósil de Eldin,Eldin's Colossal Fossil
ExcavateFossil2,El gran fósil de Hebra,Hebra's Colossal Fossil,Le grand fossile d'Hébra,헤브라의 대화석,ヘブラの大化石,«Эберский скелет»,Hebra's kolossale fossiel,Il gran fossile di Hebra,Das Hebra-Riesenfossil,海布拉大化石,海布拉大化石,Le grand fossile d'Hébra,El gran fósil de Hebra,Hebra's Colossal Fossil
ExcavateFossil3,El gran fósil de Gerudo,Gerudo's Colossal Fossil,Le grand fossile du désert,겔드의 대화석,ゲルドの大化石,«Герудский скелет»,Gerudo's kolossale fossiel,Il gran fossile di Gerudo,Das Gerudo-Riesenfossil,格鲁德大化石,格魯德大化石,Le grand fossile du désert,El gran fósil de Gerudo,Gerudo's Colossal Fossil
HourseInnChallenge004,Golpe de efecto,One-Hit Wonder!,D'un coup d'un seul,혼신의 일격,一撃入魂,«Одним махом»,In één klap!,Attacco totale!,Auf einen Schlag,一击入魂,一擊入魂,D'un coup d'un seul,Golpe de efecto,One-Hit Wonder!
PhotoSpot_Challenge_13,El cuadro del rancho de Akkala sur,A Picture for South Akkala Stable,Décorer le relais du sud d'Akkala,남추낙 마구간을 장식하는 그림,ミナッカレ馬宿を彩る絵,"«Картина в конюшню ""Аккала""»",Een foto voor de Zuid-Akkala-stal,Decorare lo stallaggio di Sudakkala,Das Bild im Stall von Süd-Akkala,装点南阿卡莱驿站的画作,點綴南阿卡萊驛站的畫作,Décorer le relais du sud d'Akkala,El cuadro de la posta de Akkala sur,A Picture for South Akkala Stable
Zora_MessageBottle,La gratitud es un tesoro,True Treasure,Un généreux trésor,희귀~한 보물,ありがた～いお宝,«Дар признательности»,De schat der dankbaarheid,Il tesoro sacro,Der Schatz der Dankbarkeit,宝～贵的宝物,很～珍貴的寶物,Un généreux trésor,La gratitud es un tesoro,True Treasure
Zora_RuttaTreasure,El tesoro oculto bajo el gran pez,Secret Treasure under the Great Fish,Le trésor du poisson géant,위대한 물고기 아래에 잠든 비보,大いなる魚の下に眠る秘宝,«Сокровище великой рыбы»,De schat onder de grote vis,Il tesoro sotto al grosso pesce,Der Schatz des Großen Fisches,沉睡于大鱼之下的秘宝,沉睡於偉大之魚下的秘寶,Le trésor du poisson géant,El tesoro oculto bajo el gran pez,Secret Treasure under the Great Fish
Createshinguard,El sermón interminable,The Never-Ending Lecture,Remontrances sans fin,끝나지 않는 잔소리,終わらぬお説教,«Бесконечные нотации»,De eeuwigdurende preek,Una continua ramanzina,Die endlose Standpauke,永无止境的说教,永無止境的訓話,Remontrances sans fin,El sermón interminable,The Never-Ending Lecture
ZoraStatue_Picture,La princesa zora bajo la luna,The Moonlit Princess,La princesse Zora au clair de lune,달빛 아래 홀로 서 있는 조라 공주,月下にたたずむゾーラ姫,«Принцесса зора под луной»,De Zora-prinses in het maanlicht,La principessa e la luna,Die Zora-Prinzessin im Mondlicht,伫立月下的卓拉公主,佇於月下的卓拉公主,La princesse zora au clair de lune,La princesa zora bajo la luna,The Moonlit Princess
Zora_Enemy_hunt,El fuerte de la meseta de Jaabu,The Fort at Ja'Abu Ridge,Le fort du plateau de Jarbu,자부 대지의 요새 공략,ジャーブ台地の砦攻略,«Лагерь у плато Джа’Абу»,Monsterkamp op de Ja'Abu-hoogvlakte,Assalto alla cresta di Jaabu,Die Feste auf dem Jaabu-Plateau,攻略加卜台地的堡垒,攻略加卜台地的堡壘,Le fort du plateau de Jarbu,El campamento de la meseta de Jaabu,The Fort at Ja'Abu Ridge
GeniusWeapon_Zora,La gloriosa lanza de los zora,Glory of the Zora,La lance d'écailles radieuse,조라족의 명예 『광린의 창』,ゾーラ族の誉れ『光鱗の槍』,"«Гордость зора, Трезубец Чешуи Света»",De Lichtschubbenspeer van de Zora's,Il tridente scagliadiluce degli Zora,Die Pracht der Zoras,卓拉族的荣誉“光鳞之枪”,卓拉族的榮耀「光鱗之槍」,La lance d'écailles radieuse,El glorioso tridente de los zora,Glory of the Zora
gather_Insect_Z,Trato cangrejero,A Crabulous Deal,Une crabuleuse affaire,거래하지 않을래게?,取引しませんカニ？,«Выгодный обмен»,"Krab, slik, weg","Prendere un granchio, o dieci",Ein krabbulöses Geschäft,不来交易螃蟹吗……？,要不要來交易一蟹啊……？,Une crabuleuse affaire,Trato cangrejero,A Crabulous Deal
HuntSalmon,Esposa en las nubes,A Wife Wafted Away,L'épouse montée au ciel,날아오른 아내,舞い上がった嫁,«Воспарившая жена»,De hemelse vrouw,Con la testa fra le nuvole,Die unbeschwerte Ehefrau,跃然空中的妻子,飄飄然的妻子,L'épouse montée au ciel,Esposa en las nubes,A Wife Wafted Away
CreateArmor,Símbolo de amistad,A Token of Friendship,Un symbole d'amitié,우호의 증표,友好の証,«Знак дружбы»,Een teken van vriendschap,Un simbolo di amicizia,Opfer für die Freundschaft,友好之证,友好之證,Un symbole d'amitié,Símbolo de amistad,A Token of Friendship
PhotoSpot_Challenge_03,El cuadro del rancho del pantano,A Picture for Wetland Stable,Décorer le relais des marécages,습원의 마구간을 장식하는 그림,湿原の馬宿を彩る絵,"«Картина в конюшню ""Болотная""»",Een foto voor de moerasstal,Decorare lo stallaggio della palude,Das Bild im Stall der Sümpfe,装点湿地驿站的画作,點綴濕地驛站的畫作,Décorer le relais des marécages,El cuadro de la posta del pantano,A Picture for Wetland Stable
HorseInnChallenge002,Terror nocturno,An Uninvited Guest,Angoisses nocturnes,불청객,招かれざる者,«Непрошеный гость»,Slechte buren,Scocciature notturne,Ein ungeladener Gast,不速之客,不速之客,Angoisses nocturnes,Terror nocturno,An Uninvited Guest
CarryStone,La piedra azul,The Blue Stone,La pierre bleue,푸른 석재,青い石材,«Синий камень»,Een blauwe steen,La pietra blu,Der blaue Stein,蓝色石材,藍色石材,La pierre bleue,La piedra azul,The Blue Stone
RestaurantInTheWell,¿La receta definitiva?,The Ultimate Dish?,Le plat ultime...?,궁극의 요리…?,究極の料理…？,«Самое великое блюдо»?..,Het ultieme gerecht?,Un piatto senza precedenti?,Das perfekte Gericht?,究极料理……？,終極料理……？,Le plat ultime... ?,¿La receta definitiva?,The Ultimate Dish?
ResearchLanayru,Cubierto de fango,Mired in Muck,Couvert de vase,진흙투성이가 되어,ヘドロにまみれて,«Покрытый слизью»,Bedekt met slijk,Ricoperto di melma,So ein Schlamassel,淤泥缠身,淤泥纏身,Couvert de vase,Cubierto de fango,Mired in Muck
InnNeverReturns,¿Y el dueño de la posada?,Out of the Inn,L'aubergiste disparu,돌아오지 않는 여관 주인,帰らぬ宿屋,«Владелец гостиницы в отлучке»,De verdwenen herbergier,Il proprietario scomparso,Der verschwundene Gasthausbesitzer,一去不返的旅馆老板,一去不回的旅館店主,L'aubergiste disparu,¿Y el dueño de la posada?,Out of the Inn
KokkoGuidePost,En busca de los cucos,Follow the Cuccos,Les œufs des cocottes,꼬꼬의 이정표,コッコの道しるべ,«Вслед за кокко»,Volg de cucco's,Dove sono le uova di coccò?,Auf den Spuren der Hühner,咕咕鸡的路标,咕咕雞路標,Les œufs des cocottes,En busca de los cucos,Follow the Cuccos
Know_FourStonePlates,Turismo de antaño,A Trip through History,Les dalles ancestrales,태고의 로망을 찾는 여행,太古のロマンをめぐる旅,«Старинные диковинки»,Een ontdekkingsreis naar de oudheid,Alla scoperta dei tempi antichi,Reise in die Vergangenheit,远古史诗巡礼,太古浪漫巡禮,Les dalles ancestrales,Turismo de antaño,A Trip through History
WhichIsStronger,La mejor estrategia,Codgers' Quarrel,La meilleure stratégie,이러지도 저러지도…,にっちも さっちも…,«В тупике»,In een impasse,Una situazione di stallo,Die richtige Strategie,攻守两难……,進退兩難……,La meilleure stratégie,La mejor estrategia,Codgers' Quarrel
IllnessStartsWithFeelings,Nada como el arroz cremoso,Gloom-Borne Illness,Le mal des émanations,병은 독기로부터,病は瘴気から,«Болезнетворные миазмы»,Rijstepap tegen miasmaziekte,Mal di miasma,Die Miasma-Misere,病由瘴气生,病由瘴氣生,Le mal des miasmes,Nada como el arroz cremoso,Gloom-Borne Illness
Hateno_NewCostume,Una nueva túnica de campeón,A New Champion's Tunic,Une nouvelle tunique de Prodige,새로운 영걸의 옷,新たなる英傑の服,«Новая туника Воина»,Een nieuw Hemd der Uitverkorenen,Una nuova tunica del campione,Ein neues Reckengewand,新的英杰服,嶄新的英傑服,Une nouvelle tunique de Prodige,Una nueva túnica del elegido,A New Champion's Tunic
Hateno_TellMeTeacher01,La prueba docente,Teach Me a Lesson I,Les joies de l'enseignement,"가르쳐 주세요, 선생님!",教えてティーチャー！,«Чему учат в школе»,De klassenassistent,Vedere per credere!,Anschauungsunterricht,老师，教教我吧！,老師教教我吧！,Les joies de l'enseignement,El saber no ocupa lugar,Teach Me a Lesson I
Hateno_TellMeTeacher02,La prueba docente 2,Teach Me a Lesson II,Les joies de l'enseignement 2,"가르쳐 주세요, 선생님! 2",教えてティーチャー！ ２,«Чему учат в школе 2»,De klassenassistent 2,Vedere per credere 2,Anschauungsunterricht 2,老师，教教我吧！2,老師教教我吧！２,Les joies de l'enseignement 2,El saber no ocupa lugar 2,Teach Me a Lesson II
Hateno_FreshMilk,"Doán, el lechero minucioso",Dantz's Prize Cows,"Rhodo, maître crémier",우유 전문가 단츠,こだわりの男ドダンツ,«Молочная ферма Дантса»,"Dantz, de melkspecialist","Dodan, un allevatore scrupoloso","Dodanz, der Milchspezialist",讲究的男人多当茨,講究的男人多當茨,"Rhodo, maître crémier","Doan, el lechero minucioso",Dantz's Prize Cows
Hateno_NewSpecialty,El orgullo de Hatelia,Homegrown in Hateno,La fierté d'Elimith,최고의 하테노 명물,真のハテノ名物,«Фирменный продукт Хатено»,Een ware Hateno-specialiteit,La nuova specialità di Finterra,Eine Spezialität aus Hateno,真正的哈特诺名产,真正的哈特諾名產,La fierté d'Elimith,El orgullo de Hatelia,Homegrown in Hateno
Parasail_ChuchuDesign,Fotógrafo de chuchu,Photographing a Chuchu,Un modèle de Chuchu,츄츄 샘플 촬영,チュチュのサンプル撮影,«Фотография чучу»,Foto van een Chuchu,L'immagine di un chuchu,Design mit Schleim,拍摄丘丘样本,拍攝丘丘的樣本,Un modèle de Chuchu,Fotógrafo de chuchu,Photographing a Chuchu
Hateno_WhatToPlant,El huerto de Cirel,Uma's Garden,Le potager de Florène,우메의 밭에 무엇을 심을까요?,何を植えましょ？ウメ畑,"«Что посадишь, то и пожнешь»",Wat te planten in de schooltuin?,I regali del giardino di Ume,Umes Feldfrüchte,在乌梅的田里种什么？,要在烏梅的田裡種什麼呢？,Le potager de Florène,El huerto de Cirelle,Uma's Garden
Hateno_CoolGuy,Los anhelos de Manzak,Manny's Beloved,Le désir secret d'Hamel,매니가 원하는 것,マンサクが望む物,«Чего хочет Мэнни»,Manny's wens,Le leste richieste di Manzak,Mansas Geschenksuche,万作所求之物,萬作所求之物,Le désir secret d'Hamel,Los anhelos de Manzak,Manny's Beloved
Uotori_ResortPlan,La nueva atracción de Onaona,Lurelin Resort Project,La nouvelle attraction d'Écaraille,나크시 리조트 계획,ウオトリーリゾート計画,«Проект гонок в Лурелине»,Een nieuwe attractie voor Lurelin,Il progetto rally di Vappesca,Der Ausbau von Angelstedt,沃托里度假胜地计划,沃托里度假勝地計畫,La nouvelle attraction d'Écaraille,La nueva atracción de Onaona,Lurelin Resort Project
Uotori_WhiteLineGame,La camiseta azul de papá,Dad's Blue Shirt,La chemise bleue de Papa,아빠의 푸른 셔츠,父ちゃんの青いシャツ,«Голубая рубашка»,Papa's blauwe hemd,La maglietta blu di papà,Papas blaues Hemd,爸爸的蓝色衬衫,爸爸的藍色襯衫,La chemise bleue de Papa,La camiseta azul de papá,Dad's Blue Shirt
WashedAwayBusinessTools,¿Dónde estará mi bote?,"A Way to Trade, Washed Away",Le bateau à la dérive,떠내려간 장사 도구,流された商売道具,«Пропавшая лодка»,De weggedreven winkel,Una barca alla deriva,Ein Boot in Not,漂走的买卖用具,漂走的生財工具,Le bateau à la dérive,¿Dónde estará mi bote?,"A Way to Trade, Washed Away"
Uotori_Designer,Las cavilaciones de Lorelia,Rattled Ralera,Le projet de Lorelo,고민하는 로렐,悩めるロレル,«Ралера в поисках вдохновения»,Ralera's oppepper,Le preoccupazioni di Lorel,Raleras Dilemma,烦恼的萝莱尔,苦惱的羅雷爾,Le projet de Lorelo,Las cavilaciones de Lorelle,Rattled Ralera
